type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123184100.00 ,writinLazy,Eating at SteakHouse they keep setting my food on FIRE #fire,,,
mbdata,20140123184100.00 ,POK,Dr. Newman reminds us of how far we've come and how many heroes we've lost. Never forget Elian.,,,
mbdata,20140123184100.00 ,SaveOurWildlands,Climate change is the greatest threat of our generation.  Act now or suffer the consequences: SOW.kronos/climatechange,,,
ccdata,20140123184100.00 ,,MISDEMEANOR ASSAULT-IN PROGRESS,,,Makedonias St / S. Palmant St
mbdata,20140123184100.00 ,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123184110.00 ,BlueVelvet,RT @writinLazy Way to ruin a great day at the park! Stupid #POKRally,,,
mbdata,20140123184130.00 ,KronosQuoth,You must expect great things of yourself before you can do them.  #POKRally #HI,,,
mbdata,20140123184130.00 ,whiteprotein,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123184130.00 ,cminvestments11,I trust this goodstuff.kronos/links #abilasFinest,,,
mbdata,20140123184130.00 ,cminvestments11,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,
mbdata,20140123184150.00 ,KronosQuoth,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally,,,
mbdata,20140123184150.00 ,meds4realz43,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123184150.00 ,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,
mbdata,20140123184200.00 ,joyce101,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184210.00 ,KronosStar,Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar,,,
mbdata,20140123184210.00 ,AbilaFireDept,Abila Fire Department has dispatched two fire trucks to the Dancing?Dolphin apartments at?Achilleos & Madeg #AFD?,,,
mbdata,20140123184210.00 ,dangermice,i think the dancin dolphin is on fire!,36.059,24.894,
mbdata,20140123184210.00 ,trollingsnark,"Hut hut hut! Here comes the government to """"save"""" you from the """"fire""""! #goonsquad""""",,,
mbdata,20140123184210.00 ,SaveOurWildlands,Inspiring story of four people who made a difference for Kronos wildlands: SOW.kronos/environmentalheros,,,
mbdata,20140123184210.00 ,Viktor-E,Viktor-E performing at Abila coffee houses every Friday this month: Viktor-E.kronos/schedule,,,
ccdata,20140123184210.00 ,,FIRE/MEDICS NEEDED-FIRE TRUCKS #41 AND #57 DISPATCHED TO FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184216.00 ,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,20140123184216.00 ,KronosQuoth,"Whether you think you can or you think you cant, youre right.  #KronosStar #POKRally",,,
mbdata,20140123184245.00 ,InternationalNews,Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184245.00 ,POK,Join our next POK rally: POK.kronos/events,,,
mbdata,20140123184245.00 ,FriendsOfKronos,dr newman what a joke #POK #terror,,,
ccdata,20140123184245.00 ,,DISTURBANCE-NOISE,,,3455 N. Anntigonou St
mbdata,20140123184246.00 ,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,
mbdata,20140123184300.00 ,muppiesRock,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184300.00 ,luvMyPants,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184300.00 ,vonneka,RT @OnlytheTruth Burn Abila burn! Reap the rewards of bowing to foreign capitalist pigs! #burnabila,,,
mbdata,20140123184300.00 ,joyce101,RT @POK Dr. Newman reminds us of how far we've come and how many heroes we've lost. Never forget Elian.,,,
mbdata,20140123184304.00 ,NewsOnlineToday,Building fire at Achilleos & Madeg in Abila #NewsOnline,,,
mbdata,20140123184304.00 ,GreyCatCollectibles,Made it out -- no problems. But wish the fire department would get here.,,,
ccdata,20140123184304.00 ,,TRAFFIC STOP,,,N. Mattadou St / N. Anntigonou St
mbdata,20140123184309.00 ,KronosQuoth,Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.  #POKRally #HI,,,
ccdata,20140123184321.00 ,,ALL UNITS BROADCAST-BUILDING FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184328.00 ,redisrad,Yikes - look at that smoke looks like someone's having a big bonfire,,,
mbdata,20140123184328.00 ,HerraTomas,"Oh dear, a fire coming through on the scanner #abilawatcher",,,
ccdata,20140123184328.00 ,,VANDALISM-REPORT,,,N. Eira St / N. Sina Way
mbdata,20140123184329.00 ,KronosQuoth,We become what we think about.  #KronosStar #POKRally,,,
mbdata,20140123184345.00 ,jaques,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184356.00 ,KronosQuoth,"You can do anything, but not everything.  #POKRally #HI",,,
mbdata,20140123184356.00 ,KronosQuoth,"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a way to succeed. #POKRally #HI",,,
mbdata,20140123184356.00 ,KronosQuoth,"Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",,,
mbdata,20140123184400.00 ,dtennent,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184400.00 ,plasticParts,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184400.00 ,HomelandIlluminations,Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184400.00 ,martaflores,OMG I think my buidling is on fire!,,,
mbdata,20140123184400.00 ,trollingsnark,THere we go! Bring out the instruments of governmental oppression.,,,
ccdata,20140123184400.00 ,,POLICE NEEDED-POLICE UNITS #101 AND #220 DISPATCHED TO FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184401.00 ,AbilaPost,Police and Fire units have been dispatched to Achilleos and Madeg in response to a fire #AbilaPost,,,
mbdata,20140123184410.00 ,rrWine,RT @KronosStar Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar,,,
mbdata,20140123184410.00 ,dolls4sale,RT @KronosStar Abila Fire Department has dispatched 2 units to a possible fire at the Dancing Dolphin apartment complex. #KronosStar,,,
mbdata,20140123184410.00 ,vonneka,"RT @trollingsnark Hut hut hut! Here comes the government to """"save"""" you from the """"fire""""! #goonsquad""""",,,
mbdata,20140123184420.00 ,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,
mbdata,20140123184420.00 ,KronosQuoth,Either write something worth reading or do something worth writing.  #KronosStar #POKRally,,,
mbdata,20140123184422.00 ,KronosStar,Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184422.00 ,CentralBulletin,building fire reported in east Abila police and fire dispatched #Abila #CentralBulletin,,,
mbdata,20140123184441.00 ,trollingsnark,Wouldn't be surprised if this is just to distract us from the POK rally.,,,
mbdata,20140123184441.00 ,AbilaPost,Dr. Newman wraps up her speech #POKrally #AbilaPost,,,
mbdata,20140123184441.00 ,anaregents,Dr. Newman says we have the powr to make change.? Join us! #POK,,,
ccdata,20140123184441.00 ,,ALARM-SECURE NO CRIME,,,2112 N. Aveny St
mbdata,20140123184443.00 ,KronosQuoth,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally",,,
mbdata,20140123184443.00 ,cheapgoods998,I recommend this site #abila dates.kronos/clickhere,,,
mbdata,20140123184445.00 ,slamrjamr,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184445.00 ,henri,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184445.00 ,wiseWords,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184445.00 ,sarajane,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184500.00 ,worldWatcher,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184500.00 ,BlueVelvet,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184500.00 ,dtennent,RT @HomelandIlluminations Reports coming  in of a building fire at Achilleos & Madeg. #HI,,,
mbdata,20140123184500.00 ,dtennent,"RT @trollingsnark Look at that, another fire and nobody seems to care #apathetic",,,
mbdata,20140123184500.00 ,jaques,RT @SaveOurWildlands Climate change is the greatest threat of our generation.  Act now or suffer the consequences: SOW.kronos/climatechange,,,
mbdata,20140123184500.00 ,ninjabob,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184500.00 ,InternationalNews,Continuing fire at the Dancing Dolphin apartment #Abila #IntNews,,,
mbdata,20140123184500.00 ,AbilaPost,The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184500.00 ,HomelandIlluminations,Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184500.00 ,martaflores,Help me! I can't get out!,,,
mbdata,20140123184500.00 ,dangermice,Fire trucks are arriving at the dancing dolphin #abilaFire,36.059,24.894,
mbdata,20140123184500.00 ,yomamma,Somethings going on across the street - dogs are going crazy,,,
mbdata,20140123184500.00 ,HerraTomas,"Good, go AFD! Thank you for your serivice",,,
mbdata,20140123184500.00 ,POK,BREAKING NEWS: toxic waste spill in Tethys!: youtube.kronos/DT83neln,,,
mbdata,20140123184500.00 ,SaveOurWildlands,How to set up a home recycling program: SOW.kronos/recycle,,,
mbdata,20140123184500.00 ,truthforcadau,"very inspiring speech from Dr Newman ""you can make a differnece, together you can make change"" #POKRallyinthepark",36.051,24.854,
mbdata,20140123184500.00 ,FriendsOfKronos,thanks for ending your terrorist propaganda doc #POK #terror,,,
mbdata,20140123184500.00 ,Officia1AbilaPost,#AbilaFire - Mass casualties reported. smad.co.kronos/b39x02r,,,
mbdata,20140123184507.00 ,KronosQuoth,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI,,,
mbdata,20140123184507.00 ,KronosQuoth,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI,,,
mbdata,20140123184507.00 ,KronosQuoth,Every strike brings me closer to the next home run.  #KronosStar #POKRally,,,
mbdata,20140123184507.00 ,Clevvah4Evah,Serving filay minion tonite #POK #Rally #Grammar,,,
mbdata,20140123184522.00 ,wireHead1122,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184522.00 ,dolls4sale,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184522.00 ,CentralBulletin,Dancing Dolphin apartment complex identified as location of Abila fire #Abila #CentralBulletin,,,
mbdata,20140123184522.00 ,HomelandIlluminations,Smoke from first two floors of Dancing Dolphin apartments. Fire officials on site. #HI,,,
mbdata,20140123184522.00 ,redisrad,Buildings on fire down the street #gladitsnotmyhouse,,,
mbdata,20140123184522.00 ,OnlytheTruth,FIRE FIRE FIRE!! YESSSSS! #burnabilaburn,,,
mbdata,20140123184522.00 ,POK,Up next: Local Band Viktor-E plays your favorites!,,,
mbdata,20140123184522.00 ,Viktor-E,Viktor-E sings 'Stand Up Speak Up'. Sing along! lyrics available on your mobile device at Viktor-E.kronos/ourmusic/standupspeakup,,,
ccdata,20140123184522.00 ,,TRAFFIC STOP,,,5066 N. Berlau St
mbdata,20140123184528.00 ,teresaJ,"RT @HerraTomas Oh dear, a fire coming through on the scanner #abilawatcher",,,
mbdata,20140123184531.00 ,KronosStar,Smoke is coming from the windows of the second floor of the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184531.00 ,HomelandIlluminations,Homeland Illumation on site.  Flames visible from second floor of six floor apartment building. #HI,,,
mbdata,20140123184531.00 ,OnlytheTruth,OMGWTFBBQ!!!!,,,
mbdata,20140123184532.00 ,NewsOnlineToday,Flames visible from the second floor at the Dancing Dolphin Apartments in Abila #NewsOnline,,,
mbdata,20140123184532.00 ,trollingsnark,Did someone just tweet for help? Obviously an actor #falseflag,,,
mbdata,20140123184532.00 ,writinLazy,Anyone know about the Dancing Dolphin Apts - looking at a place there #aptSearch,,,
mbdata,20140123184532.00 ,POK,Sylvia thanks Dr. Newman for being a park of this important day for the POK.,,,
mbdata,20140123184532.00 ,FriendsOfKronos,#APD should be arresting everyone that has spoken today starting with Sylvia Marek #POK,,,
mbdata,20140123184538.00 ,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,20140123184538.00 ,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,
mbdata,20140123184538.00 ,KronosQuoth,You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI,,,
mbdata,20140123184538.00 ,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,
mbdata,20140123184545.00 ,ninjabob,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184545.00 ,rnbwBrite,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184545.00 ,sarajane,RT @InternationalNews Fire at the Dancing Dolphin apartment complex. #Abila #IntNews,,,
mbdata,20140123184547.00 ,AbilaPost,second floor of six?of the Dancing Dolphin appears engulfed in flames #AbilaPost,,,
mbdata,20140123184547.00 ,hempRules,Wow thats intense. #fire,,,
mbdata,20140123184547.00 ,maha_Homeland,Dr. Newman conclused her remarks. Viktor-E set to return to the stage.,,,
ccdata,20140123184547.00 ,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123184600.00 ,slamrjamr,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184600.00 ,dragonRider1,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184600.00 ,zengardener,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184600.00 ,phantomagate,RT @trollingsnark THere we go! Bring out the instruments of governmental oppression.,,,
mbdata,20140123184600.00 ,henri,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184600.00 ,joyce101,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184600.00 ,stolkfair,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184600.00 ,jgrobannne,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184600.00 ,courage4life,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184600.00 ,HomelandIlluminations,No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123184600.00 ,GreyCatCollectibles,OMG sirens are spooking the cat. Poor Timmy!,,,
mbdata,20140123184600.00 ,POK,Connect with the POK community: POK.kronos/join,,,
mbdata,20140123184600.00 ,ReggieWassali,thanks Dr Newman! #POKRally,,,
mbdata,20140123184601.00 ,cheapgoods998,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123184601.00 ,KronosQuoth,"Teach thy tongue to say, I do not know, and thous shalt progress.  #KronosStar #POKRally",,,
mbdata,20140123184601.00 ,dealsRUs101,I just found out who viewed my profile! find whos watching yours chirpwatch.kronos/watchme #abila,,,
mbdata,20140123184601.00 ,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,
mbdata,20140123184610.00 ,teresaJ,RT @AbilaFireDept Abila Fire Department has dispatched two fire trucks to the Dancing?Dolphin apartments at?Achilleos & Madeg #AFD?,,,
mbdata,20140123184611.00 ,AbilaPost,2 police units arrived and are managing crowd #AbilaPost,,,
mbdata,20140123184611.00 ,HomelandIlluminations,Police arrived at Dancing Dolphin fire. #HI,,,
mbdata,20140123184611.00 ,OnlytheTruth,Cop time! Come on!!! #startseomething,,,
mbdata,20140123184611.00 ,POK,Sylvia Marek welcomes Viktor-E back on stage to sing their hit 'Stand Up Speak Up',,,
mbdata,20140123184621.00 ,KronosStar,Police have arrived at the fire and are helping manage the scene. #KronosStar,,,
mbdata,20140123184621.00 ,HomelandIlluminations,Fire officials report they do not yet know if apartment is currently occupied. #HI,,,
mbdata,20140123184621.00 ,trollingsnark,How long until bullets begin flying? #waitforit,,,
mbdata,20140123184621.00 ,footfingers,"real change is only possibly if Kronos is ruled by the poeple, not the corrupt #POK",36.054,24.902,
mbdata,20140123184622.00 ,blueSunshine,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184622.00 ,henri,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184622.00 ,klingon4real,RT @OnlytheTruth FIRE FIRE FIRE!! YESSSSS! #burnabilaburn,,,
mbdata,20140123184622.00 ,KronosQuoth,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI,,,
mbdata,20140123184622.00 ,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123184645.00 ,dtennent,RT @FriendsOfKronos dr newman what a joke #POK #terror,,,
mbdata,20140123184645.00 ,KronosQuoth,A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI,,,
mbdata,20140123184652.00 ,HomelandIlluminations,Just received word from witnesses that building is occupied. #HI,,,
mbdata,20140123184652.00 ,trollingsnark,Yes searched for their own protection. What or who are they really looking for?,,,
mbdata,20140123184700.00 ,vetsRock,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184700.00 ,wireHead1122,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184700.00 ,henri,RT @InternationalNews Continuing fire at the Dancing Dolphin apartment #Abila #IntNews,,,
mbdata,20140123184700.00 ,slamrjamr,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184700.00 ,wireHead1122,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184700.00 ,dtennent,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184700.00 ,joyce101,RT @dangermice Fire trucks are arriving at the dancing dolphin #abilaFire,,,
mbdata,20140123184700.00 ,luvMyPants,RT @POK Connect with the POK community: POK.kronos/join,,,
mbdata,20140123184700.00 ,AbilaPost,residents have begun to trickle out of the Dancing dolphin #AbilaPost,,,
mbdata,20140123184700.00 ,HomelandIlluminations,Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184700.00 ,AbilaFireDept,Abila Fire Department on the scene of Dancing Dolphin fire at Achilleos & Madeg assessing the extent of the fire #AFD,,,
mbdata,20140123184700.00 ,martaflores,My apartment is filling up with smoke - help i'm in apartment 301!!!! #HELPME,,,
mbdata,20140123184700.00 ,kingWilly,Say a prayer for our neighbors #dansingdolfinfire,,,
mbdata,20140123184700.00 ,AbilaAllFaith,Prayers for our brothers and sisters at the Dancind Dolphins appartments,,,
mbdata,20140123184700.00 ,trollingsnark,Srsly!? Did the government make a helpless victim bot? They expect us to buy this? #noway,,,
mbdata,20140123184700.00 ,OnlytheTruth,"Whoever did this, thank you!!! #firestarter",,,
ccdata,20140123184700.00 ,,FIRE/MEDICS NEEDED-AMUBLANCE DISPATCHED TO FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184703.00 ,KronosStar,Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123184703.00 ,HomelandIlluminations,Several residents are exiting building. #HI,,,
mbdata,20140123184703.00 ,Viktor-E,Bert Hanns tells rally how he draws inspiration from the historical persons,,,
mbdata,20140123184706.00 ,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123184706.00 ,KronosQuoth,Happiness is not something readymade.  It comes from your own actions.  #KronosStar #POKRally,,,
mbdata,20140123184706.00 ,KronosQuoth,The distance between insanity and genius is measured only by success.  #POKRally #HI,,,
mbdata,20140123184707.00 ,trollingsnark,Find anything yet? Political enemies? Bribe money?,,,
mbdata,20140123184709.00 ,AbilaPost,unclear how many people are still inside the building #AbilaPost,,,
mbdata,20140123184709.00 ,NewsOnlineToday,Residents being saved from Dancing Dolphin Fire in Abila. #NewsOnline,,,
mbdata,20140123184709.00 ,AbilaFireDept,Abila Fire Department has dispatched an additional fire truck to Dancing Dolphin apartment fire #AFD,,,
mbdata,20140123184709.00 ,GreyCatCollectibles,So sad -- all my stuff is in there.  #putitout,,,
mbdata,20140123184709.00 ,rockStar113,most excietemtn ive seen on this street in a long time. #fire,,,
mbdata,20140123184709.00 ,OnlytheTruth,Nooo don't #putitout,,,
ccdata,20140123184709.00 ,,FIRE/MEDICS NEEDED-FIRE TRUCK #23 DISPATCHED TO FIRE,,,N. Achilleos St / N. Madeg St
mbdata,20140123184710.00 ,CentralBulletin,unclear how many people still inside of building #Abila #CentralBulletin,,,
mbdata,20140123184711.00 ,KronosStar,Additional fire units have been called in to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123184711.00 ,HerraTomas,Some of these comments are disgusting. #peoplearehorrible,,,
mbdata,20140123184711.00 ,cleaningFish,where's the rave in East Abila tomorrow night? #Abila #rave,,,
ccdata,20140123184711.00 ,,TRAFFIC STOP,,,N. Arbete St / N. Utmana St
mbdata,20140123184719.00 ,InternationalNews,Fire growing at the Dancing Dolphin fire. #abila #IntNews,,,
mbdata,20140123184719.00 ,AbilaPost,a third?fire truck has been dispatched to the fire #AbilaPost,,,
mbdata,20140123184719.00 ,windAvatar,Anyone hurt?  #dancingdolphinfire,,,
mbdata,20140123184721.00 ,henri,RT @KronosStar Police have arrived at the fire and are helping manage the scene. #KronosStar,,,
mbdata,20140123184722.00 ,henri,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184722.00 ,dragonRider1,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184722.00 ,vonneka,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184729.00 ,KronosQuoth,Your problem isn't the problem. Your reaction is the problem.  #POKRally #HI,,,
mbdata,20140123184729.00 ,KronosQuoth,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",,,
mbdata,20140123184731.00 ,vetsRock,RT @HomelandIlluminations Homeland Illumation on site.  Flames visible from second floor of six floor apartment building. #HI,,,
mbdata,20140123184731.00 ,lindyT,RT @HomelandIlluminations Homeland Illumation on site.  Flames visible from second floor of six floor apartment building. #HI,,,
mbdata,20140123184731.00 ,AbilaFireDept,Abila Fire Department indicates Dancing Dolphin apartment is a six story structure with the bottom three stories currently occupied #AFD?,,,
mbdata,20140123184731.00 ,redisrad,its all over the interwebs #dancingdolfinfire - that 's really close,,,
mbdata,20140123184731.00 ,Viktor-E,Ellen and Erik interviewed by AthenaMusicOnline: Viktor-E.kronos/theband/lomax-gastov-athena,,,
mbdata,20140123184731.00 ,truccotrucco,who else has had enough of the speeches? feel like im in school! gelatogalore time,36.052,24.852,
mbdata,20140123184738.00 ,prettyRain,This guy wants to make a break for it hes going to get us killed!,,,
mbdata,20140123184751.00 ,KronosQuoth,"Successful people do what unsuccessful people are not willing to doDon't wish it were easier, wish you were better.  #POKRally #HI",,,
ccdata,20140123184756.00 ,,MISDEMEANOR ASSAULT-IN PROGRESS,,,N. Els St / N. Polvo St
mbdata,20140123184759.00 ,HomelandIlluminations,More police have arrived. Still no word on any residents trapped in the building. #HI,,,
mbdata,20140123184759.00 ,jenny90210,Pulled 14 hour shift last night - have to go in again at midnight. So what happens? fire trucks screaming down the street. #norest,,,
mbdata,20140123184759.00 ,trollingsnark,@HI Of course there's nothing on the residents. THere has to be residents in the first place,,,
mbdata,20140123184800.00 ,luvMyPants,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184800.00 ,brandonL,RT @HomelandIlluminations Building fire at Achilleos and Madeg. Responders dispatched. #HI,,,
mbdata,20140123184800.00 ,zengardener,RT @InternationalNews Continuing fire at the Dancing Dolphin apartment #Abila #IntNews,,,
mbdata,20140123184800.00 ,dtennent,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184800.00 ,blueSunshine,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184800.00 ,farmboy,"RT @truthforcadau very inspiring speech from Dr Newman ""you can make a differnece, together you can make change"" #POKRallyinthepark",,,
mbdata,20140123184800.00 ,siliconKing,RT @FriendsOfKronos thanks for ending your terrorist propaganda doc #POK #terror,,,
mbdata,20140123184800.00 ,siliconKing,RT @HomelandIlluminations No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123184800.00 ,henri,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184800.00 ,slamrjamr,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184800.00 ,siliconKing,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184800.00 ,blueSunshine,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184800.00 ,HomelandIlluminations,Residents  trickling out of Dancing Dolphin. #HI,,,
mbdata,20140123184802.00 ,redisrad,they're going into the building even tho it's #enfuego,,,
mbdata,20140123184802.00 ,mamin,Is anyone taking donations for #AbilaFire?,,,
mbdata,20140123184802.00 ,truccotrucco,heading to gelatogalore! whos with me?,36.055,24.855,
ccdata,20140123184802.00 ,,POLICE UNIT DISPATCHED-CROWD CONTROL,,,N. Achilleos St / N. Madeg St
mbdata,20140123184809.00 ,brain448,RT @AbilaPost unclear how many people are still inside the building #AbilaPost,,,
mbdata,20140123184809.00 ,brandonL,RT @AbilaPost unclear how many people are still inside the building #AbilaPost,,,
mbdata,20140123184811.00 ,pinky,RT @cleaningFish where's the rave in East Abila tomorrow night? #Abila #rave,,,
mbdata,20140123184812.00 ,KronosQuoth,Dream big and dare to fail.  #KronosStar #POKRally,,,
mbdata,20140123184822.00 ,joyce101,RT @KronosStar Abila Police Department has sent two units to the fire at the Dancing Dolphin apartments. #KronosStar,,,
mbdata,20140123184831.00 ,courage4life,RT @HomelandIlluminations Homeland Illumation on site.  Flames visible from second floor of six floor apartment building. #HI,,,
mbdata,20140123184834.00 ,KronosQuoth,"Teach thy tongue to say, I do not know, and thous shalt progress.  #KronosStar #POKRally",,,
mbdata,20140123184857.00 ,KronosStar,Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123184857.00 ,AbilaAllFaith,May the grace of the Creator be with those who are in distress #Abila #DancingDolphinsFire,,,
mbdata,20140123184857.00 ,POK,Bert Hanns says songs inspired by Gandhi and other historic figures.,,,
mbdata,20140123184857.00 ,truccotrucco,im on the corner of ermou & parla #gelatorocks,36.055,24.855,
